,id,Exam_Score,point_attendance,point_motivation,point_extracurricular_activities,point_previous_scores,total_point
2137,3415,69,5,0,10,42.5,126.5
2138,2824,68,10,5,10,33.5,126.5
2139,5955,66,15,5,10,30.5,126.5
2140,2078,69,15,0,0,42.5,126.5
2141,3281,71,15,0,0,40.5,126.5
2142,1857,69,10,5,0,42.5,126.5
2143,483,69,10,0,0,47.5,126.5
2144,376,68,5,10,0,43.5,126.5
2145,352,65,0,10,10,41.5,126.5
2146,3445,72,20,5,0,29.5,126.5
2147,4555,69,5,0,10,42.5,126.5
2148,4488,67,5,5,10,39.5,126.5
2149,3791,82,10,-5,0,39.5,126.5
2150,96,68,10,0,10,38.5,126.5
2151,64,68,0,0,10,48.5,126.5
2152,6197,66,10,5,0,45.5,126.5
2153,6105,66,5,0,10,45.5,126.5
2154,1244,67,10,0,10,39.5,126.5
2155,4167,67,10,-5,10,44.5,126.5
2156,4162,66,10,0,10,40.5,126.5
2157,3009,69,15,-5,10,37.5,126.5
2158,1982,71,20,0,10,25.5,126.5
2159,4164,68,15,-5,10,38.5,126.5
2160,3164,69,10,0,0,47.5,126.5
2161,6245,67,10,0,0,49.5,126.5
2162,4208,68,10,5,10,33.5,126.5
2163,6239,69,15,5,0,37.5,126.5
2164,109,63,5,5,10,43.5,126.5
2165,2880,67,5,5,10,39.5,126.5
2166,5514,69,10,-5,10,42.5,126.5
2167,1178,69,15,0,10,32.5,126.5
2168,873,71,15,-5,10,35.5,126.5
2169,1029,69,10,-10,10,47.5,126.5
2170,3016,69,15,-5,10,37.5,126.5
2171,5552,66,5,0,10,45.5,126.5
2172,1703,70,20,0,10,26.5,126.5
2173,5152,70,20,0,10,26.5,126.5
2174,2141,73,15,-10,10,38.5,126.5
2175,2497,67,5,0,10,44.5,126.5
2176,1035,69,10,5,0,42.5,126.5
2177,4448,68,5,0,10,43.5,126.5
2178,3583,69,15,-5,0,47.5,126.5
2179,4043,63,0,5,10,48.5,126.5
2180,5391,67,20,0,10,29.5,126.5
2181,1063,89,5,-5,0,37.5,126.5
2182,2900,71,15,0,10,30.5,126.5
2183,3623,66,15,5,10,30.5,126.5
2184,4579,68,10,-5,10,43.0,126.0
2185,1484,63,0,10,10,43.0,126.0
2186,5679,65,10,-5,10,46.0,126.0
2187,6083,66,5,5,0,50.0,126.0
2188,4743,67,10,-10,10,49.0,126.0
2189,5696,69,15,5,0,37.0,126.0
2190,5694,61,0,5,10,50.0,126.0
2191,360,68,0,5,10,43.0,126.0
2192,1589,70,0,5,10,41.0,126.0
2193,6278,67,15,-5,10,39.0,126.0
2194,5661,68,5,0,10,43.0,126.0
2195,616,80,0,5,10,31.0,126.0
2196,4646,68,10,-5,10,43.0,126.0
2197,4834,65,0,5,10,46.0,126.0
2198,1389,69,20,5,0,32.0,126.0
2199,1800,66,10,0,10,40.0,126.0
2200,863,68,15,5,10,28.0,126.0
2201,6127,69,10,10,0,37.0,126.0
2202,973,71,10,0,10,35.0,126.0
2203,4724,72,10,0,10,34.0,126.0
2204,4357,67,5,0,10,44.0,126.0
2205,5374,68,0,5,10,43.0,126.0
2206,6033,70,10,5,10,31.0,126.0
2207,6067,69,10,-5,10,42.0,126.0
2208,5167,72,10,0,0,44.0,126.0
2209,5801,68,10,5,10,33.0,126.0
2210,967,67,5,5,0,49.0,126.0
2211,5473,71,15,-5,10,35.0,126.0
2212,6306,71,20,0,0,35.0,126.0
2213,223,73,20,-5,10,28.0,126.0
2214,1736,68,20,5,0,33.0,126.0
2215,5225,67,15,5,10,29.0,126.0
2216,4537,65,5,0,10,46.0,126.0
2217,1036,70,5,-5,10,46.0,126.0
2218,1815,67,20,0,10,29.0,126.0
2219,1984,69,10,0,10,37.0,126.0
2220,4925,68,10,-5,10,43.0,126.0
2221,5239,68,10,5,10,33.0,126.0
2222,1333,68,5,-5,10,48.0,126.0
2223,4028,69,10,0,10,37.0,126.0
2224,3306,71,10,15,0,30.0,126.0
2225,4159,67,10,5,0,44.0,126.0
2226,3650,68,5,10,0,43.0,126.0
2227,3673,68,10,15,0,33.0,126.0
2228,2151,66,5,0,10,45.0,126.0
2229,2612,68,5,5,0,48.0,126.0
2230,3714,71,20,0,0,35.0,126.0
2231,3789,71,10,0,0,45.0,126.0
2232,163,67,10,5,10,34.0,126.0
2233,2658,73,20,-10,0,43.0,126.0
2234,2616,71,15,5,10,25.0,126.0
2235,3843,70,5,10,10,31.0,126.0
2236,2320,69,0,0,10,47.0,126.0
2237,4117,68,10,0,10,38.0,126.0
2238,3870,71,15,5,10,25.0,126.0
2239,5536,68,5,5,10,38.0,126.0
2240,3390,73,10,0,10,33.0,126.0
2241,2184,66,10,0,10,40.0,126.0
2242,2595,67,5,-5,10,49.0,126.0
2243,6284,67,5,10,10,34.0,126.0
2244,3831,68,0,10,0,48.0,126.0
2245,6204,72,10,0,0,44.0,126.0
2246,1897,69,15,-5,10,37.0,126.0
2247,2893,68,15,-5,0,48.0,126.0
2248,5051,72,5,0,0,49.0,126.0
2249,5055,70,5,5,0,46.0,126.0
2250,3572,68,10,-5,10,43.0,126.0
2251,5920,71,10,0,0,45.0,126.0
2252,2979,67,10,5,10,34.0,126.0
2253,5088,71,15,-5,0,45.0,126.0
2254,135,68,15,-5,10,38.0,126.0
2255,6377,64,0,5,10,47.0,126.0
2256,3570,66,5,5,10,40.0,126.0
2257,817,68,10,10,0,38.0,126.0
2258,6079,70,10,5,0,41.0,126.0
2259,6161,71,20,-5,0,40.0,126.0
2260,2283,66,0,10,0,49.5,125.5
2261,1145,66,0,10,10,39.5,125.5
2262,5116,71,15,-10,0,49.5,125.5
2263,6168,72,15,10,0,28.5,125.5
2264,3452,67,20,5,0,33.5,125.5
2265,2650,71,10,5,0,39.5,125.5
2266,5642,62,0,10,10,43.5,125.5
2267,4890,70,10,0,10,35.5,125.5
2268,2665,68,15,0,10,32.5,125.5
2269,4820,70,20,0,0,35.5,125.5
2270,5171,69,10,5,10,31.5,125.5
2271,2912,66,0,0,10,49.5,125.5
2272,1480,66,20,0,10,29.5,125.5
2273,772,69,20,0,10,26.5,125.5
2274,1818,66,10,-5,10,44.5,125.5
2275,5118,66,0,5,10,44.5,125.5
2276,2818,65,0,5,10,45.5,125.5
2277,1939,69,10,10,0,36.5,125.5
2278,6054,70,10,-5,10,40.5,125.5
2279,1967,68,15,0,0,42.5,125.5
2280,5933,67,10,5,0,43.5,125.5
2281,5938,66,0,10,0,49.5,125.5
2282,1858,66,5,0,10,44.5,125.5
2283,4195,63,10,0,10,42.5,125.5
2284,349,68,10,10,10,27.5,125.5
2285,4123,66,5,5,10,39.5,125.5
2286,916,69,10,5,0,41.5,125.5
2287,1779,69,15,-5,10,36.5,125.5
2288,2049,68,5,0,10,42.5,125.5
2289,435,68,10,5,10,32.5,125.5
2290,5479,73,5,0,0,47.5,125.5
2291,5789,71,10,-5,0,49.5,125.5
2292,243,68,15,-5,10,37.5,125.5
2293,6016,68,20,-5,10,32.5,125.5
2294,820,68,10,0,10,37.5,125.5
2295,3317,67,20,0,10,28.5,125.5
2296,3999,66,0,5,10,44.5,125.5
2297,489,70,10,-10,10,45.5,125.5
2298,80,66,5,15,0,39.5,125.5
2299,4463,66,5,10,10,34.5,125.5
2300,4485,63,0,5,10,47.5,125.5
2301,4659,70,10,-5,10,40.5,125.5
2302,2245,70,20,-10,0,45.5,125.5
2303,2228,66,5,-5,10,49.5,125.5
2304,4647,67,10,5,10,33.5,125.5
2305,6137,68,5,10,10,32.5,125.5
2306,3004,66,20,0,0,39.5,125.5
2307,472,66,0,10,10,39.5,125.5
2308,518,70,10,15,0,30.5,125.5
2309,5295,68,10,-5,10,42.5,125.5
2310,1000,74,15,0,10,26.5,125.5
2311,4470,74,10,0,0,41.5,125.5
2312,2698,68,10,0,10,37.5,125.5
2313,3687,68,5,15,0,37.5,125.5
2314,227,65,0,10,10,40.5,125.5
2315,3144,64,0,10,10,41.5,125.5
2316,3154,70,20,5,0,30.5,125.5
2317,655,72,10,5,10,28.5,125.5
2318,1034,67,20,-10,0,48.5,125.5
2319,1050,67,20,-10,10,38.5,125.5
2320,76,65,10,5,10,35.5,125.5
2321,2563,65,5,0,10,45.5,125.5
2322,2250,69,5,10,10,31.5,125.5
2323,776,70,20,-10,10,35.0,125.0
2324,4596,64,5,0,10,46.0,125.0
2325,4207,67,10,5,10,33.0,125.0
2326,756,70,0,0,10,45.0,125.0
2327,1923,70,15,5,0,35.0,125.0
2328,760,67,5,-5,10,48.0,125.0
2329,2402,65,0,10,10,40.0,125.0
2330,730,67,5,5,10,38.0,125.0
2331,1124,71,15,10,0,29.0,125.0
2332,3675,68,5,5,0,47.0,125.0
2333,5455,68,0,5,10,42.0,125.0
2334,206,68,10,5,0,42.0,125.0
2335,5959,68,10,-5,10,42.0,125.0
2336,2597,67,0,10,10,38.0,125.0
2337,2461,69,0,10,0,46.0,125.0
2338,5851,69,5,5,10,36.0,125.0
2339,3184,69,10,5,0,41.0,125.0
2340,2617,69,10,10,10,26.0,125.0
2341,4492,71,10,5,10,29.0,125.0
2342,4407,68,5,10,10,32.0,125.0
2343,172,68,5,5,0,47.0,125.0
2344,4429,67,10,5,10,33.0,125.0
2345,2769,64,0,10,10,41.0,125.0
2346,2114,65,5,5,10,40.0,125.0
2347,5820,72,10,0,0,43.0,125.0
2348,3059,62,10,0,10,43.0,125.0
2349,1714,66,5,10,10,34.0,125.0
2350,4417,73,20,-5,0,37.0,125.0
2351,4054,63,0,5,10,47.0,125.0
2352,339,65,5,5,10,40.0,125.0
2353,4366,69,15,0,10,31.0,125.0
2354,52,67,5,5,0,48.0,125.0
2355,830,64,10,-5,10,46.0,125.0
2356,194,66,20,-15,10,44.0,125.0
2357,5272,71,20,-5,10,29.0,125.0
2358,2661,65,0,10,10,40.0,125.0
2359,158,67,20,-5,10,33.0,125.0
2360,2287,66,5,0,10,44.0,125.0
2361,322,70,10,0,10,35.0,125.0
2362,1383,72,10,5,0,38.0,125.0
2363,2688,67,20,0,10,28.0,125.0
2364,4903,69,10,10,0,36.0,125.0
2365,4959,72,15,0,0,38.0,125.0
2366,3542,71,5,-5,10,44.0,125.0
2367,1892,69,10,0,10,36.0,125.0
2368,1362,68,15,5,0,37.0,125.0
2369,3292,67,5,10,10,33.0,125.0
2370,1302,72,10,0,0,43.0,125.0
2371,3044,70,15,0,10,30.0,125.0
2372,2626,67,5,5,10,38.0,125.0
2373,4818,70,5,10,10,30.0,125.0
2374,5734,71,5,5,10,34.0,125.0
2375,3946,62,5,0,10,48.0,125.0
2376,703,68,15,-5,0,47.0,125.0
2377,3416,65,5,0,10,45.0,125.0
2378,5881,65,10,5,10,35.0,125.0
2379,2210,69,5,5,0,46.0,125.0
2380,4629,67,10,10,0,38.0,125.0
2381,2195,66,10,0,0,49.0,125.0
2382,5702,69,15,-5,10,36.0,125.0
2383,2637,67,5,10,10,33.0,125.0
2384,2375,68,10,5,0,42.0,125.0
2385,2553,68,15,5,0,37.0,125.0
2386,4165,68,20,0,10,27.0,125.0
2387,4094,63,5,0,10,47.0,125.0
2388,415,65,10,-5,10,45.0,125.0
2389,294,66,0,0,10,49.0,125.0
2390,5039,66,5,5,10,38.5,124.5
2391,5083,67,20,-10,10,37.5,124.5
2392,3476,65,0,0,10,49.5,124.5
2393,2514,68,5,5,0,46.5,124.5
2394,4129,65,5,-5,10,49.5,124.5
2395,3149,67,10,0,10,37.5,124.5
2396,5078,68,5,5,10,36.5,124.5
2397,6164,73,15,0,10,26.5,124.5
2398,4624,69,10,0,10,35.5,124.5
2399,6090,71,10,10,0,33.5,124.5
2400,3479,70,20,0,0,34.5,124.5
2401,3700,63,0,5,10,46.5,124.5
2402,5017,69,15,-5,10,35.5,124.5
2403,1930,68,20,-5,0,41.5,124.5
2404,4044,67,10,5,0,42.5,124.5
2405,4428,71,10,5,10,28.5,124.5
2406,5554,67,10,5,10,32.5,124.5
2407,6201,70,20,-5,0,39.5,124.5
2408,2829,67,10,10,0,37.5,124.5
2409,5513,72,20,-5,0,37.5,124.5
2410,4518,63,5,5,10,41.5,124.5
2411,6374,69,5,10,0,40.5,124.5
2412,1877,68,15,0,0,41.5,124.5
2413,4546,67,5,-5,10,47.5,124.5
2414,1578,71,10,-5,10,38.5,124.5
2415,513,68,15,-10,10,41.5,124.5
2416,4517,69,15,-10,10,40.5,124.5
2417,1626,64,5,0,10,45.5,124.5
2418,5731,65,10,5,0,44.5,124.5
2419,5343,71,0,5,10,38.5,124.5
2420,5356,66,5,5,10,38.5,124.5
2421,3065,67,5,10,10,32.5,124.5
2422,1698,68,5,5,0,46.5,124.5
2423,4342,65,0,5,10,44.5,124.5
2424,1565,66,0,5,10,43.5,124.5
2425,5804,70,20,-5,0,39.5,124.5
2426,1649,73,20,0,0,31.5,124.5
2427,3680,69,15,-5,10,35.5,124.5
2428,3758,70,5,5,0,44.5,124.5
2429,448,66,5,0,10,43.5,124.5
2430,5703,69,15,0,0,40.5,124.5
2431,5304,65,20,-10,10,39.5,124.5
2432,2067,70,15,0,0,39.5,124.5
2433,5640,66,0,10,10,38.5,124.5
2434,1392,69,20,5,0,30.5,124.5
2435,3898,68,10,5,0,41.5,124.5
2436,3830,66,10,10,10,28.5,124.5
2437,3904,71,20,5,0,28.5,124.5
2438,872,69,20,5,0,30.5,124.5
2439,3811,65,5,10,10,34.5,124.5
2440,3549,71,20,0,0,33.5,124.5
2441,1338,66,5,0,10,43.5,124.5
2442,2344,67,0,0,10,47.5,124.5
2443,5582,64,15,0,10,35.5,124.5
2444,2106,68,15,5,10,26.5,124.5
2445,1415,71,15,0,10,28.5,124.5
2446,4880,66,5,5,10,38.5,124.5
2447,2984,69,15,-15,10,45.5,124.5
2448,956,66,10,10,0,38.5,124.5
2449,5233,69,5,5,0,45.5,124.5
2450,3021,68,0,10,10,36.5,124.5
2451,212,66,5,5,10,38.5,124.5
2452,5571,62,0,10,10,42.5,124.5
2453,2473,66,0,0,10,48.5,124.5
2454,5204,66,5,5,10,38.5,124.5
2455,3636,67,10,0,10,37.5,124.5
2456,232,70,0,5,0,49.5,124.5
2457,769,69,15,5,10,25.5,124.5
2458,3605,71,5,15,0,33.5,124.5
2459,2907,71,5,5,0,43.5,124.5
2460,2879,71,15,10,0,28.5,124.5
2461,2780,70,20,-5,10,29.5,124.5
2462,137,65,10,5,0,44.5,124.5
2463,5153,69,15,5,10,25.5,124.5
2464,1296,67,0,0,10,47.5,124.5
2465,6240,69,15,0,0,40.5,124.5
2466,6101,70,20,0,0,34.5,124.5
2467,987,67,10,5,0,42.5,124.5
2468,71,65,5,0,10,44.0,124.0
2469,2774,64,10,-10,10,50.0,124.0
2470,5359,65,5,-5,10,49.0,124.0
2471,1876,64,0,5,10,45.0,124.0
2472,5337,70,20,-5,0,39.0,124.0
2473,218,69,5,0,10,40.0,124.0
2474,5162,63,0,5,10,46.0,124.0
2475,1529,69,20,-5,0,40.0,124.0
2476,3571,67,10,0,10,37.0,124.0
2477,5816,69,15,-5,10,35.0,124.0
2478,4223,68,20,-5,10,31.0,124.0
2479,3670,67,10,0,10,37.0,124.0
2480,5105,66,5,5,0,48.0,124.0
2481,4110,68,10,-5,10,41.0,124.0
2482,2512,68,5,5,0,46.0,124.0
2483,538,73,20,5,0,26.0,124.0
2484,3888,64,0,0,10,50.0,124.0
2485,3383,65,5,10,0,44.0,124.0
2486,918,71,15,0,0,38.0,124.0
2487,5180,69,15,-10,10,40.0,124.0
2488,247,67,15,-5,10,37.0,124.0
2489,5839,69,15,-5,10,35.0,124.0
2490,5463,66,0,0,10,48.0,124.0
2491,3703,68,15,0,10,31.0,124.0
2492,3533,68,15,10,0,31.0,124.0
2493,4433,69,15,10,0,30.0,124.0
2494,3689,67,10,0,10,37.0,124.0
2495,63,71,20,-5,10,28.0,124.0
2496,5684,65,0,5,10,44.0,124.0
2497,4701,68,10,5,10,31.0,124.0
2498,5931,65,5,-5,10,49.0,124.0
2499,4105,64,0,0,10,50.0,124.0
2500,1561,66,10,0,10,38.0,124.0
2501,2547,69,15,0,0,40.0,124.0
2502,4326,68,5,10,0,41.0,124.0
2503,1543,66,15,0,0,43.0,124.0
2504,5196,73,15,0,10,26.0,124.0
2505,6261,68,15,5,10,26.0,124.0
2506,5041,66,0,0,10,48.0,124.0
2507,1412,70,10,10,0,34.0,124.0
2508,5903,66,5,5,10,38.0,124.0
2509,6060,69,10,0,0,45.0,124.0
2510,2675,69,10,15,0,30.0,124.0
2511,2305,69,15,0,10,30.0,124.0
2512,3096,68,5,-5,10,46.0,124.0
2513,5827,69,20,-5,0,40.0,124.0
2514,2221,69,10,-5,0,50.0,124.0
2515,6001,68,0,5,10,41.0,124.0
2516,5769,70,15,0,10,29.0,124.0
2517,5060,68,0,0,10,46.0,124.0
2518,451,69,5,0,0,50.0,124.0
2519,1864,68,20,-5,10,31.0,124.0
2520,1424,67,5,5,10,37.0,124.0
2521,1568,66,0,5,10,43.0,124.0
2522,731,68,10,0,10,36.0,124.0
2523,727,71,5,0,0,48.0,124.0
2524,1572,69,20,10,0,25.0,124.0
2525,6208,68,0,0,10,46.0,124.0
2526,2764,66,10,5,10,33.0,124.0
2527,4835,68,20,0,10,26.0,124.0
2528,2546,70,5,5,0,44.0,124.0
2529,1707,67,5,10,10,32.0,124.0
2530,639,67,15,0,10,32.0,124.0
2531,2136,69,20,5,0,30.0,124.0
2532,4855,74,20,0,0,30.0,124.0
2533,6371,67,20,0,10,27.0,124.0
2534,4294,65,5,5,0,49.0,124.0
2535,4351,65,20,0,10,29.0,124.0
2536,503,67,10,0,0,47.0,124.0
2537,1353,72,10,0,0,42.0,124.0
2538,920,70,20,-15,10,39.0,124.0
2539,3426,67,5,5,10,37.0,124.0
2540,271,67,10,-10,10,47.0,124.0
2541,6199,73,15,-5,0,41.0,124.0
2542,1339,65,5,10,0,44.0,124.0
2543,3113,66,20,0,0,38.0,124.0
2544,6200,70,10,0,0,44.0,124.0
2545,5772,69,0,5,0,50.0,124.0
2546,977,65,5,5,10,39.0,124.0
2547,5704,71,15,-10,0,47.5,123.5
2548,5418,67,0,5,10,41.5,123.5
2549,3842,72,15,10,0,26.5,123.5
2550,4007,64,10,0,0,49.5,123.5
2551,3274,68,10,0,10,35.5,123.5
2552,1882,68,10,5,0,40.5,123.5
2553,5716,68,0,0,10,45.5,123.5
2554,1705,69,10,0,10,34.5,123.5
2555,3548,71,10,10,0,32.5,123.5
2556,6344,68,5,5,10,35.5,123.5
2557,4878,72,15,5,0,31.5,123.5
2558,3929,66,0,5,10,42.5,123.5
2559,4400,66,0,5,10,42.5,123.5
2560,3815,67,15,-5,10,36.5,123.5
2561,2801,68,10,10,0,35.5,123.5
2562,4471,68,15,5,10,25.5,123.5
2563,4737,65,0,0,10,48.5,123.5
2564,2766,68,20,0,0,35.5,123.5
2565,6295,67,5,5,0,46.5,123.5
2566,636,69,10,0,0,44.5,123.5
2567,1542,68,5,5,10,35.5,123.5
2568,5723,66,10,10,10,27.5,123.5
2569,2839,64,0,5,10,44.5,123.5
2570,3901,67,10,5,10,31.5,123.5
2571,689,65,0,0,10,48.5,123.5
2572,1027,69,10,-5,0,49.5,123.5
2573,2339,69,15,0,0,39.5,123.5
2574,2248,66,0,5,10,42.5,123.5
2575,5997,70,20,0,0,33.5,123.5
2576,20,69,5,0,0,49.5,123.5
2577,934,67,10,10,0,36.5,123.5
2578,1587,68,5,10,0,40.5,123.5
2579,1545,66,15,-10,10,42.5,123.5
2580,347,66,5,10,10,32.5,123.5
2581,3792,66,0,5,10,42.5,123.5
2582,5733,70,20,5,0,28.5,123.5
2583,1473,69,10,5,10,29.5,123.5
2584,926,71,20,5,0,27.5,123.5
2585,5741,64,5,0,10,44.5,123.5
2586,2297,66,5,-5,10,47.5,123.5
2587,1162,71,5,0,10,37.5,123.5
2588,261,66,5,-5,10,47.5,123.5
2589,6153,64,0,15,10,34.5,123.5
2590,3209,66,5,0,10,42.5,123.5
2591,4080,61,5,5,10,42.5,123.5
2592,2463,66,10,15,0,32.5,123.5
2593,3255,67,5,10,10,31.5,123.5
2594,5193,67,10,0,10,36.5,123.5
2595,3449,66,0,5,10,42.5,123.5
2596,3115,69,0,-5,10,49.5,123.5
2597,1958,69,5,0,0,49.5,123.5
2598,4968,64,5,10,10,34.5,123.5
2599,3524,65,0,0,10,48.5,123.5
2600,4203,64,0,0,10,49.5,123.5
2601,5561,68,0,0,10,45.5,123.5
2602,6014,72,10,0,0,41.5,123.5
2603,436,64,10,0,10,39.5,123.5
2604,5015,65,0,0,10,48.5,123.5
2605,4965,68,20,-5,10,30.5,123.5
2606,1062,69,10,0,0,44.5,123.5
2607,5535,71,10,0,10,32.5,123.5
2608,911,65,10,10,10,28.5,123.5
2609,1655,68,5,0,10,40.5,123.5
2610,3529,69,10,-5,0,49.5,123.5
2611,3531,69,5,-10,10,49.5,123.5
2612,1629,68,10,5,10,30.5,123.5
2613,3748,65,0,5,10,43.5,123.5
2614,4607,64,0,0,10,49.5,123.5
2615,3120,66,0,0,10,47.5,123.5
2616,2135,69,10,5,10,29.5,123.5
2617,5497,64,15,5,10,29.5,123.5
2618,5057,64,10,10,10,29.5,123.5
2619,1841,71,15,-5,10,32.5,123.5
2620,442,65,0,5,10,43.5,123.5
2621,3506,67,10,5,10,31.5,123.5
2622,3686,69,10,10,0,34.5,123.5
2623,4383,69,20,-10,10,34.5,123.5
2624,3166,66,0,5,10,42.5,123.5
2625,329,70,20,-5,0,38.5,123.5
2626,2915,66,5,0,10,42.5,123.5
2627,1128,66,5,10,10,32.5,123.5
2628,2556,62,5,0,10,46.5,123.5
2629,983,68,15,5,0,35.0,123.0
2630,5290,67,5,-5,10,46.0,123.0
2631,4413,67,10,5,0,41.0,123.0
2632,3216,71,10,15,0,27.0,123.0
2633,3407,71,15,0,10,27.0,123.0
2634,3959,67,5,5,10,36.0,123.0
2635,2104,67,10,5,10,31.0,123.0
2636,398,66,10,0,0,47.0,123.0
2637,5427,70,15,0,0,38.0,123.0
2638,688,70,10,5,0,38.0,123.0
2639,6216,69,10,5,0,39.0,123.0
2640,5784,67,15,5,10,26.0,123.0
2641,3801,67,0,5,10,41.0,123.0
2642,1262,72,10,0,0,41.0,123.0
2643,1346,64,5,0,10,44.0,123.0
2644,1347,69,10,0,0,44.0,123.0
2645,4289,67,0,0,10,46.0,123.0
2646,844,65,5,-5,10,48.0,123.0
2647,2059,68,5,10,0,40.0,123.0
2648,3953,67,15,5,0,36.0,123.0
2649,5026,69,20,-5,0,39.0,123.0
2650,2373,70,20,0,0,33.0,123.0
2651,1690,69,10,-5,0,49.0,123.0
2652,2247,64,5,5,0,49.0,123.0
2653,6002,63,5,0,10,45.0,123.0
2654,699,68,5,-5,10,45.0,123.0
2655,2511,70,15,-10,10,38.0,123.0
2656,4512,66,10,10,10,27.0,123.0
2657,2509,65,10,5,0,43.0,123.0
2658,5614,70,15,-5,10,33.0,123.0
2659,3828,72,15,-10,0,46.0,123.0
2660,5635,66,10,0,0,47.0,123.0
2661,603,70,0,5,0,48.0,123.0
2662,5970,68,20,0,0,35.0,123.0
2663,5541,66,10,0,0,47.0,123.0
2664,4327,69,10,0,10,34.0,123.0
2665,3736,70,10,-10,10,43.0,123.0
2666,4158,67,10,0,10,36.0,123.0
2667,4808,64,5,10,10,34.0,123.0
2668,3782,68,20,5,0,30.0,123.0
2669,75,68,5,-5,10,45.0,123.0
2670,4442,67,10,0,0,46.0,123.0
2671,5069,66,10,5,10,32.0,123.0
2672,3224,68,10,0,10,35.0,123.0
2673,5072,64,10,-5,10,44.0,123.0
2674,1749,66,15,10,0,32.0,123.0
2675,607,66,0,0,10,47.0,123.0
2676,4530,68,10,0,10,35.0,123.0
2677,485,61,0,15,10,37.0,123.0
2678,5258,72,15,-5,0,41.0,123.0
2679,3062,65,0,0,10,48.0,123.0
2680,5186,69,20,0,0,34.0,123.0
2681,2378,68,15,-5,10,35.0,123.0
2682,2700,66,0,0,10,47.0,123.0
2683,3295,70,20,-5,0,38.0,123.0
2684,4225,68,5,5,0,45.0,123.0
2685,361,66,5,0,10,42.0,123.0
2686,1634,71,10,0,10,32.0,123.0
2687,6089,71,15,5,0,32.0,123.0
2688,107,67,0,10,10,36.0,123.0
2689,4577,64,0,10,10,39.0,123.0
2690,5936,68,10,5,10,30.0,123.0
2691,6348,64,0,10,10,39.0,123.0
2692,2686,70,15,-5,0,43.0,123.0
2693,1868,66,5,0,10,42.0,123.0
2694,5756,66,0,5,10,42.0,123.0
2695,3132,67,10,5,10,31.0,123.0
2696,4772,66,10,0,10,37.0,123.0
2697,3387,65,0,0,10,48.0,123.0
2698,4213,67,15,0,10,31.0,123.0
2699,2554,68,20,0,0,35.0,123.0
2700,3751,69,20,0,0,34.0,123.0
2701,6291,71,5,-5,10,42.0,123.0
2702,3133,71,20,-5,0,37.0,123.0
2703,3495,69,20,0,0,34.0,123.0
2704,5668,66,0,5,10,42.0,123.0
2705,6262,70,15,0,10,28.0,123.0
2706,588,66,0,10,10,37.0,123.0
2707,2423,66,10,0,10,37.0,123.0
2708,33,68,0,10,0,45.0,123.0
2709,4493,66,10,5,10,32.0,123.0
2710,5218,68,20,5,0,30.0,123.0
2711,3821,66,5,0,10,42.0,123.0
2712,1738,67,20,0,0,36.0,123.0
2713,2683,64,0,0,10,49.0,123.0
2714,5093,64,5,-5,10,49.0,123.0
2715,1830,68,10,5,10,30.0,123.0
2716,3054,66,0,10,10,37.0,123.0
2717,557,68,5,5,10,35.0,123.0
2718,1220,70,15,-5,10,33.0,123.0
2719,725,70,10,0,10,33.0,123.0
2720,59,70,10,-5,0,48.0,123.0
2721,4415,68,5,5,10,35.0,123.0
2722,2937,68,10,5,0,40.0,123.0
2723,3666,70,10,10,0,33.0,123.0
2724,3674,64,5,10,10,34.0,123.0
2725,3314,69,15,-5,10,34.0,123.0
2726,952,69,20,5,0,29.0,123.0
2727,3141,69,5,0,10,39.0,123.0
2728,4893,67,5,0,10,41.0,123.0
2729,2697,66,10,5,0,42.0,123.0
2730,2909,63,5,0,10,45.0,123.0
2731,774,69,15,0,10,28.5,122.5
2732,2395,71,10,0,0,41.5,122.5
2733,2451,68,20,-10,0,44.5,122.5
2734,1771,65,0,5,10,42.5,122.5
2735,5485,64,0,5,10,43.5,122.5
2736,3982,67,5,0,10,40.5,122.5
2737,2460,67,0,0,10,45.5,122.5
2738,334,66,5,0,10,41.5,122.5
2739,3074,68,5,0,0,49.5,122.5
2740,196,67,10,10,10,25.5,122.5
2741,2867,65,15,10,0,32.5,122.5
2742,5018,62,5,0,10,45.5,122.5
2743,4919,66,10,-10,10,46.5,122.5
2744,520,64,0,5,10,43.5,122.5
2745,1758,69,15,10,0,28.5,122.5
2746,4438,65,0,0,10,47.5,122.5
2747,2761,63,5,0,10,44.5,122.5
2748,1234,67,5,0,10,40.5,122.5
2749,1640,66,0,10,10,36.5,122.5
2750,176,67,5,5,0,45.5,122.5
2751,1228,66,0,5,10,41.5,122.5
2752,3756,68,10,0,10,34.5,122.5
2753,4373,68,10,5,10,29.5,122.5
2754,705,68,5,10,10,29.5,122.5
2755,2640,69,5,5,0,43.5,122.5
2756,4451,69,10,0,10,33.5,122.5
2757,6355,67,10,5,10,30.5,122.5
2758,724,67,20,10,0,25.5,122.5
2759,1215,67,10,10,10,25.5,122.5
2760,1916,68,0,10,0,44.5,122.5
2761,175,70,20,-5,10,27.5,122.5
2762,3977,70,5,-10,10,47.5,122.5
2763,1668,72,15,5,0,30.5,122.5
2764,1225,68,5,0,10,39.5,122.5
2765,97,66,0,10,10,36.5,122.5
2766,1388,66,0,0,10,46.5,122.5
2767,4348,69,0,5,0,48.5,122.5
2768,4680,66,10,10,0,36.5,122.5
2769,4297,70,5,5,10,32.5,122.5
